author1,author2,similarity
C. Macrae,P. Edgington,0.6666666666666666
C. Macrae,P. Wood,0.6666666666666666
C. Macrae,Robin Taylor,0.6666666666666666
C. Sugnet,D. Haussler,0.6666666666666666
Carin Li,Daniel Johnson,0.6666666666666666
Carin Li,Elvis J. Lo,0.6666666666666666
Carin Li,Nazanin Assempour,0.6666666666666666
Carin Li,Y. D. Feunang,0.6666666666666666
Carin Li,Zinat Sayeeda,0.6666666666666666
Cheng Zhang,A. Mardinoğlu,0.6666666666666666
Cheng Zhang,C. Lindskog,0.6666666666666666
Cheng Zhang,E. Sjöstedt,0.6666666666666666
Cheng Zhang,J. Schwenk,0.6666666666666666
Cheng Zhang,K. von Feilitzen,0.6666666666666666
Cheng Zhang,P. Nilsson,0.6666666666666666
Chet Birger,A. Liberzon,0.6666666666666666
Chet Birger,H. Thorvaldsdóttir,0.6666666666666666
Christian Quast,Jan Gerken,0.6666666666666666
Christian Quast,Timmy Schweer,0.6666666666666666
D. Beare,C. Cole,0.6666666666666666
D. Beare,C. Kok,0.6666666666666666
D. Beare,Mingming Jia,0.6666666666666666
D. Beare,P. Campbell,0.6666666666666666
D. Beare,P. Futreal,0.6666666666666666
D. Beare,S. Bamford,0.6666666666666666
D. Byrd,M. Atkins,0.6666666666666666
D. Cheng,Bijaya Gautam,0.6666666666666666
D. Cheng,D. Clive,0.6666666666666666
D. Cheng,D. Hau,0.6666666666666666
D. Cheng,H. Vogel,0.6666666666666666
D. Cheng,I. Forsythe,0.6666666666666666
D. Cheng,Liang Li,0.6666666666666666
D. Cheng,M. Clements,0.6666666666666666
D. Cheng,N. Young,0.6666666666666666
D. Clive,D. Cheng,0.6666666666666666
D. Clive,D. Tzur,0.6666666666666666
D. Clive,R. Greiner,0.6666666666666666
D. Coit,M. Atkins,0.6666666666666666
D. Coomes,J. Chave,0.6666666666666666
D. Fisk,Eurie L. Hong,0.6666666666666666
D. Fisk,J. Cherry,0.6666666666666666
D. Haft,J. Selengut,0.6666666666666666
D. Hau,D. Cheng,0.6666666666666666
D. Hau,D. Tzur,0.6666666666666666
D. Hau,R. Greiner,0.6666666666666666
D. Haussler,A. Hinrichs,0.6666666666666666
D. Haussler,C. Sugnet,0.6666666666666666
D. Haussler,D. Karolchik,0.6666666666666666
D. Haussler,T. Furey,0.6666666666666666
D. Karolchik,D. Haussler,0.6666666666666666
D. Lyon,Annika L. Gable,0.6666666666666666
D. Thomas,M. Diekhans,0.6666666666666666
D. Tzur,Bijaya Gautam,0.6666666666666666
D. Tzur,D. Clive,0.6666666666666666
D. Tzur,D. Hau,0.6666666666666666
D. Tzur,H. Vogel,0.6666666666666666
D. Tzur,I. Forsythe,0.6666666666666666
D. Tzur,Liang Li,0.6666666666666666
D. Tzur,M. Clements,0.6666666666666666
D. Tzur,N. Young,0.6666666666666666
Daniel Johnson,A. Marcu,0.6666666666666666
Daniel Johnson,Carin Li,0.6666666666666666
Daniel Johnson,J. Grant,0.6666666666666666
Daniel Johnson,Tanvir Sajed,0.6666666666666666
Delphine Baratin,I. Xenarios,0.6666666666666666
Dennis A. Benson,J. Ostell,0.6666666666666666
Dennis A. Benson,T. Barrett,0.6666666666666666
Dijana Djureinovic,A. Mardinoğlu,0.6666666666666666
Dijana Djureinovic,C. Lindskog,0.6666666666666666
Dijana Djureinovic,E. Sjöstedt,0.6666666666666666
Dijana Djureinovic,J. Schwenk,0.6666666666666666
Dijana Djureinovic,K. von Feilitzen,0.6666666666666666
Dijana Djureinovic,P. Nilsson,0.6666666666666666
Donna M. McGarrell,J. Cole,0.6666666666666666
Donna M. McGarrell,J. Tiedje,0.6666666666666666
Donna M. McGarrell,Qiong Wang,0.6666666666666666
E. D. Castro,I. Xenarios,0.6666666666666666
E. Fricke,E. Wingender,0.6666666666666666
E. Kolker,R. Aebersold,0.6666666666666666
E. Larsson,Andy F. S. Taylor,0.6666666666666666
E. Pidcock,C. Macrae,0.6666666666666666
E. Pidcock,Patrick McCabe,0.6666666666666666
E. Pruesse,J. Peplies,0.6666666666666666
E. Wingender,A. Kel,0.6666666666666666
E. Wingender,B. Lewicki-Potapov,0.6666666666666666
E. Wingender,E. Fricke,0.6666666666666666
E. Wingender,H. Saxel,0.6666666666666666
E. Wingender,I. Reuter,0.6666666666666666
E. Wingender,K. Hornischer,0.6666666666666666
E. Wingender,O. Kel-Margoulis,0.6666666666666666
E. Wingender,S. Land,0.6666666666666666
E. Wingender,V. Matys,0.6666666666666666
E. Yaschenko,J. Ostell,0.6666666666666666
E. Yaschenko,T. Barrett,0.6666666666666666
Edison Dong,Philip Liu,0.6666666666666666
Edison Dong,R. Greiner,0.6666666666666666
Edison Dong,R. Mandal,0.6666666666666666
Elvis J. Lo,A. Marcu,0.6666666666666666
Elvis J. Lo,Carin Li,0.6666666666666666
Elvis J. Lo,J. Grant,0.6666666666666666
Elvis J. Lo,Tanvir Sajed,0.6666666666666666
Eoin L. Brodie,T. DeSantis,0.6666666666666666
Eurie L. Hong,D. Fisk,0.6666666666666666
Eurie L. Hong,J. Hirschman,0.6666666666666666
Eurie L. Hong,Julie Park,0.6666666666666666
Eurie L. Hong,K. Christie,0.6666666666666666
Eurie L. Hong,M. Costanzo,0.6666666666666666
Eurie L. Hong,R. Balakrishnan,0.6666666666666666
Eurie L. Hong,R. Nash,0.6666666666666666
Eurie L. Hong,S. Dwight,0.6666666666666666
Eurie L. Hong,S. Engel,0.6666666666666666
F. Aarestrup,O. Lund,0.6666666666666666
F. Reisinger,A. Csordas,0.6666666666666666
F. Reisinger,J. Griss,0.6666666666666666
Fiona Cunningham,A. McMahon,0.6666666666666666
Fiona Cunningham,H. Riat,0.6666666666666666
Fiona Cunningham,Heather Junkins,0.6666666666666666
Fiona Cunningham,J. MacArthur,0.6666666666666666
Fiona Cunningham,Joannella Morales,0.6666666666666666
Fiona Cunningham,M. Cerezo,0.6666666666666666
Fiona Cunningham,Peggy Hall,0.6666666666666666
Fiona Cunningham,S. Trevanion,0.6666666666666666
Fiona Cunningham,Tony Burdett,0.6666666666666666
Florian Kiefer,L. Bordoli,0.6666666666666666
Fredric Johansson,A. Mardinoğlu,0.6666666666666666
Fredric Johansson,C. Lindskog,0.6666666666666666
Fredric Johansson,E. Sjöstedt,0.6666666666666666
Fredric Johansson,P. Nilsson,0.6666666666666666
G. Andersen,T. DeSantis,0.6666666666666666
G. Garrity,J. Cole,0.6666666666666666
G. Garrity,J. Tiedje,0.6666666666666666
G. Garrity,Qiong Wang,0.6666666666666666
G. Starchenko,J. Ostell,0.6666666666666666
G. Starchenko,T. Barrett,0.6666666666666666
G. Xian,C. Homer,0.6666666666666666
Gerhard Mayer,A. Csordas,0.6666666666666666
Gerhard Mayer,J. Griss,0.6666666666666666
Gustavo A. Salazar,L. Paladin,0.6666666666666666
Gustavo A. Salazar,Lorna J. Richardson,0.6666666666666666
Gustavo A. Salazar,Silvio C. E. Tosatto,0.6666666666666666
H. Gibbs,J. Foley,0.6666666666666666
H. Hasman,O. Lund,0.6666666666666666
H. Parkinson,A. McMahon,0.6666666666666666
H. Parkinson,Heather Junkins,0.6666666666666666
H. Parkinson,J. MacArthur,0.6666666666666666
H. Parkinson,Joannella Morales,0.6666666666666666
H. Parkinson,L. Hindorff,0.6666666666666666
H. Parkinson,M. Cerezo,0.6666666666666666
H. Parkinson,Peggy Hall,0.6666666666666666
H. Parkinson,Tony Burdett,0.6666666666666666
H. Riat,Fiona Cunningham,0.6666666666666666
H. Saxel,E. Wingender,0.6666666666666666
H. Thorvaldsdóttir,Chet Birger,0.6666666666666666
H. Thorvaldsdóttir,M. Ghandi,0.6666666666666666
H. Vogel,D. Cheng,0.6666666666666666
H. Vogel,D. Tzur,0.6666666666666666
H. Vogel,R. Greiner,0.6666666666666666
Hanna Tegel,A. Mardinoğlu,0.6666666666666666
Hanna Tegel,E. Sjöstedt,0.6666666666666666
Hanna Tegel,J. Schwenk,0.6666666666666666
Hanna Tegel,P. Nilsson,0.6666666666666666
Heather Junkins,Fiona Cunningham,0.6666666666666666
Heather Junkins,H. Parkinson,0.6666666666666666
Hongzhan Huang,Serenella Ferro,0.6666666666666666
Hongzhan Huang,W. C. Barker,0.6666666666666666
I. Bruno,P. Edgington,0.6666666666666666
I. Bruno,Robin Taylor,0.6666666666666666
I. Forsythe,D. Cheng,0.6666666666666666
I. Forsythe,D. Tzur,0.6666666666666666
I. Forsythe,R. Greiner,0.6666666666666666
I. Gordon,A. Campargue,0.6666666666666666
I. Gordon,E. Cohen,0.6666666666666666
I. Gordon,L. Bizzocchi,0.6666666666666666
I. Gordon,L. Coudert,0.6666666666666666
I. Gordon,M. Birk,0.6666666666666666
I. Gordon,P. Bernath,0.6666666666666666
I. Gordon,V. Boudon,0.6666666666666666
I. Reuter,E. Wingender,0.6666666666666666
I. Saar,Andy F. S. Taylor,0.6666666666666666
I. Sinelnikov,Philip Liu,0.6666666666666666
I. Sinelnikov,R. Greiner,0.6666666666666666
I. Sinelnikov,R. Mandal,0.6666666666666666
I. Soerjomataram,A. Znaor,0.6666666666666666
I. Soerjomataram,M. Colombet,0.6666666666666666
I. Soerjomataram,M. Piñeros,0.6666666666666666
I. Xenarios,Delphine Baratin,0.6666666666666666
I. Xenarios,E. D. Castro,0.6666666666666666
I. Xenarios,S. Duvaud,0.6666666666666666
Ivica Letunic,Ana Hernández-Plaza,0.6666666666666666
J. Bengtsson-Palme,Andy F. S. Taylor,0.6666666666666666
J. Chave,A. Zanne,0.6666666666666666
J. Chave,D. Coomes,0.6666666666666666
J. Chave,N. Swenson,0.6666666666666666
J. Chave,S. Jansen,0.6666666666666666
J. Chave,S. Lewis,0.6666666666666666
J. Cherry,D. Fisk,0.6666666666666666
J. Cherry,J. Hirschman,0.6666666666666666
J. Cherry,Julie Park,0.6666666666666666
J. Cherry,K. Christie,0.6666666666666666
J. Cherry,M. Costanzo,0.6666666666666666
J. Cherry,R. Balakrishnan,0.6666666666666666
J. Cherry,R. Nash,0.6666666666666666
J. Cherry,S. Dwight,0.6666666666666666
J. Cherry,S. Engel,0.6666666666666666
J. Chun,Jae-Hak Lee,0.6666666666666666
J. Chun,Seok-Hwan Yoon,0.6666666666666666
J. Cohn,Ying-li Tian,0.6666666666666666
J. Cole,Benli Chai,0.6666666666666666
J. Cole,Donna M. McGarrell,0.6666666666666666
J. Cole,G. Garrity,0.6666666666666666
J. Cole,Jordan A. Fish,0.6666666666666666
J. Dewitz,C. Homer,0.6666666666666666
J. Ferlay,A. Znaor,0.6666666666666666
J. Ferlay,M. Colombet,0.6666666666666666
J. Ferlay,M. Piñeros,0.6666666666666666
J. Flaud,A. Barbe,0.6666666666666666
J. Flaud,A. Campargue,0.6666666666666666
J. Flaud,L. Bizzocchi,0.6666666666666666
J. Flaud,M. Birk,0.6666666666666666
J. Flaud,V. Boudon,0.6666666666666666
J. Foley,H. Gibbs,0.6666666666666666
J. Foley,N. Ramankutty,0.6666666666666666
J. Gershenwald,M. Atkins,0.6666666666666666
J. Grant,Daniel Johnson,0.6666666666666666
J. Grant,Elvis J. Lo,0.6666666666666666
J. Grant,Nazanin Assempour,0.6666666666666666
J. Grant,Y. D. Feunang,0.6666666666666666
J. Grant,Zinat Sayeeda,0.6666666666666666
J. Griss,F. Reisinger,0.6666666666666666
J. Griss,Gerhard Mayer,0.6666666666666666
J. Griss,José A. Dianes,0.6666666666666666
J. Griss,Rui Wang,0.6666666666666666
J. Griss,Tobias Ternent,0.6666666666666666
J. Hirschman,Eurie L. Hong,0.6666666666666666
J. Hirschman,J. Cherry,0.6666666666666666
J. Kirkwood,M. Atkins,0.6666666666666666
J. Kitchin,J. Rossmeisl,0.6666666666666666
J. Kitchin,T. Bligaard,0.6666666666666666
J. MacArthur,Fiona Cunningham,0.6666666666666666
J. MacArthur,H. Parkinson,0.6666666666666666
J. Morris,S. Wyder,0.6666666666666666
J. Mulder,A. Mardinoğlu,0.6666666666666666
J. Mulder,E. Sjöstedt,0.6666666666666666
J. Mulder,J. Schwenk,0.6666666666666666
J. Mulder,P. Nilsson,0.6666666666666666
J. Ostell,Dennis A. Benson,0.6666666666666666
J. Ostell,E. Yaschenko,0.6666666666666666
J. Ostell,G. Starchenko,0.6666666666666666
J. Ostell,Kathi Canese,0.6666666666666666
J. Pei,Yiwen Yin,0.6666666666666666
J. Peplies,E. Pruesse,0.6666666666666666
J. Rossmeisl,J. Kitchin,0.6666666666666666
J. Selengut,D. Haft,0.6666666666666666
J. Tate,M. Punta,0.6666666666666666
J. Tate,P. Coggill,0.6666666666666666
J. Tate,R. Y. Eberhardt,0.6666666666666666
J. Tennyson,A. Barbe,0.6666666666666666
J. Tennyson,A. Campargue,0.6666666666666666
J. Tennyson,E. Cohen,0.6666666666666666
J. Tennyson,L. Bizzocchi,0.6666666666666666
J. Tennyson,M. Birk,0.6666666666666666
J. Tennyson,P. Bernath,0.6666666666666666
J. Tennyson,V. Boudon,0.6666666666666666
J. Tiedje,Benli Chai,0.6666666666666666
J. Tiedje,Donna M. McGarrell,0.6666666666666666
J. Tiedje,G. Garrity,0.6666666666666666
J. Tiedje,Jordan A. Fish,0.6666666666666666
J. Wickham,C. Homer,0.6666666666666666
Jae-Hak Lee,J. Chun,0.6666666666666666
Jaina Mistry,A. Bateman,0.6666666666666666
Jan Gerken,Christian Quast,0.6666666666666666
Jan Gerken,P. Yarza,0.6666666666666666
Jan Gerken,Pelin Yilmaz,0.6666666666666666
Jane He,Bo Yu,0.6666666666666666
Jane He,Lianyi Han,0.6666666666666666
Jane He,Zhouxi Wang,0.6666666666666666
Jennifer L Zamanian,B. Barres,0.6666666666666666
Jesse R. Zaneveld,C. Huttenhower,0.6666666666666666
Jianxiong Xiao,A. Oliva,0.6666666666666666
Joannella Morales,Fiona Cunningham,0.6666666666666666
Joannella Morales,H. Parkinson,0.6666666666666666
Johan Rockberg,A. Mardinoğlu,0.6666666666666666
Johan Rockberg,E. Sjöstedt,0.6666666666666666
Johan Rockberg,J. Schwenk,0.6666666666666666
Johan Rockberg,P. Nilsson,0.6666666666666666
Jordan A. Fish,J. Cole,0.6666666666666666
Jordan A. Fish,J. Tiedje,0.6666666666666666
Jordan A. Fish,Qiong Wang,0.6666666666666666
José A. Dianes,A. Csordas,0.6666666666666666
José A. Dianes,J. Griss,0.6666666666666666
Julie Park,Eurie L. Hong,0.6666666666666666
Julie Park,J. Cherry,0.6666666666666666
K. Chance,A. Barbe,0.6666666666666666
K. Chance,A. Campargue,0.6666666666666666
K. Chance,E. Cohen,0.6666666666666666
K. Chance,M. Birk,0.6666666666666666
K. Chance,V. Boudon,0.6666666666666666
K. Christie,Eurie L. Hong,0.6666666666666666
K. Christie,J. Cherry,0.6666666666666666
K. Freedland,Ryan J. Anderson,0.6666666666666666
K. Hornischer,E. Wingender,0.6666666666666666
K. McMasters,M. Atkins,0.6666666666666666
K. Stein,A. Jemal,0.6666666666666666
Katerina C. Nastou,Annika L. Gable,0.6666666666666666
Kathi Canese,J. Ostell,0.6666666666666666
Kathi Canese,T. Barrett,0.6666666666666666
L. Bordoli,Florian Kiefer,0.6666666666666666
L. Bordoli,T. Schwede,0.6666666666666666
L. Brown,A. Barbe,0.6666666666666666
L. Brown,A. Campargue,0.6666666666666666
L. Brown,E. Cohen,0.6666666666666666
L. Brown,M. Birk,0.6666666666666666
L. Brown,V. Boudon,0.6666666666666666
L. Foo,B. Barres,0.6666666666666666
L. Hindorff,Fiona Cunningham,0.6666666666666666
L. Hindorff,H. Parkinson,0.6666666666666666
L. Jensen,M. Simonovic,0.6666666666666666
L. Paladin,Gustavo A. Salazar,0.6666666666666666
L. Paladin,Matloob Qureshi,0.6666666666666666
L. Yeh,Serenella Ferro,0.6666666666666666
L. Yeh,W. C. Barker,0.6666666666666666
Laurent Gil,Fiona Cunningham,0.6666666666666666
Lewis Y. Geer,Aron Marchler-Bauer,0.6666666666666666
Lewis Y. Geer,S. Bryant,0.6666666666666666
Liang Li,D. Cheng,0.6666666666666666
Liang Li,D. Tzur,0.6666666666666666
Liang Li,R. Greiner,0.6666666666666666
Lianyi Han,Jane He,0.6666666666666666
Lorna J. Richardson,Gustavo A. Salazar,0.6666666666666666
Lorna J. Richardson,Matloob Qureshi,0.6666666666666666
M. Araki,M. Hattori,0.6666666666666666
M. Araki,M. Hirakawa,0.6666666666666666
M. Araki,S. Kawashima,0.6666666666666666
M. Atkins,C. Balch,0.6666666666666666
M. Atkins,D. Byrd,0.6666666666666666
M. Atkins,D. Coit,0.6666666666666666
M. Atkins,J. Gershenwald,0.6666666666666666
M. Atkins,J. Kirkwood,0.6666666666666666
M. Atkins,K. McMasters,0.6666666666666666
M. Atkins,M. Ross,0.6666666666666666
M. Atkins,S. Soong,0.6666666666666666
M. Cerezo,Fiona Cunningham,0.6666666666666666
M. Cerezo,H. Parkinson,0.6666666666666666
M. Clements,D. Cheng,0.6666666666666666
M. Clements,D. Tzur,0.6666666666666666
M. Clements,R. Greiner,0.6666666666666666
M. Colombet,I. Soerjomataram,0.6666666666666666
M. Colombet,J. Ferlay,0.6666666666666666
M. Costanzo,Eurie L. Hong,0.6666666666666666
M. Costanzo,J. Cherry,0.6666666666666666
M. Diekhans,A. Zweig,0.6666666666666666
M. Diekhans,D. Thomas,0.6666666666666666
M. Diekhans,G. Barber,0.6666666666666666
M. Diekhans,H. Clawson,0.6666666666666666
M. Diekhans,Jennifer Hillman-Jackson,0.6666666666666666
M. Diekhans,R. Baertsch,0.6666666666666666
M. Diekhans,R. Harte,0.6666666666666666
M. Diekhans,R. Weber,0.6666666666666666
M. Egger,Peter Gtzsche,0.6666666666666666
M. Ghandi,A. Liberzon,0.6666666666666666
M. Ghandi,H. Thorvaldsdóttir,0.6666666666666666
M. Hattori,M. Araki,0.6666666666666666
M. Hattori,M. Itoh,0.6666666666666666
M. Hattori,Toshiaki Katayama,0.6666666666666666
M. Hirakawa,M. Araki,0.6666666666666666
M. Hirakawa,M. Itoh,0.6666666666666666
M. Hirakawa,Toshiaki Katayama,0.6666666666666666
M. Itoh,M. Hattori,0.6666666666666666
M. Itoh,M. Hirakawa,0.6666666666666666
M. Itoh,S. Kawashima,0.6666666666666666
M. Langille,C. Huttenhower,0.6666666666666666
M. Magrane,Serenella Ferro,0.6666666666666666
M. Magrane,W. C. Barker,0.6666666666666666
M. Piñeros,I. Soerjomataram,0.6666666666666666
M. Piñeros,J. Ferlay,0.6666666666666666
M. Punta,J. Tate,0.6666666666666666
M. Ross,M. Atkins,0.6666666666666666
M. Simonovic,L. Jensen,0.6666666666666666
M. Stratton,P. Futreal,0.6666666666666666
M. Tanabe,Yoko Sato,0.6666666666666666
M. Zwahlen,A. Asplund,0.6666666666666666
M. Zwahlen,C. Kampf,0.6666666666666666
M. Zwahlen,Hanna Tegel,0.6666666666666666
M. Zwahlen,T. Alm,0.6666666666666666
Maan Bsat,Simon Baker,0.6666666666666666
Matloob Qureshi,L. Paladin,0.6666666666666666
Matloob Qureshi,Lorna J. Richardson,0.6666666666666666
Matloob Qureshi,Silvio C. E. Tosatto,0.6666666666666666
Mattias Forsberg,M. Zwahlen,0.6666666666666666
Mingming Jia,D. Beare,0.6666666666666666
Mingming Jia,Nidhi Bindal,0.6666666666666666
Mingming Jia,S. Forbes,0.6666666666666666
N. Herold,C. Homer,0.6666666666666666
N. Ramankutty,J. Foley,0.6666666666666666
N. Swenson,J. Chave,0.6666666666666666
N. Young,D. Cheng,0.6666666666666666
N. Young,D. Tzur,0.6666666666666666
N. Young,R. Greiner,0.6666666666666666
Nazanin Assempour,A. Marcu,0.6666666666666666
Nazanin Assempour,Carin Li,0.6666666666666666
Nazanin Assempour,J. Grant,0.6666666666666666
Nazanin Assempour,Tanvir Sajed,0.6666666666666666
Nidhi Bindal,C. Cole,0.6666666666666666
Nidhi Bindal,C. Kok,0.6666666666666666
Nidhi Bindal,Mingming Jia,0.6666666666666666
Nidhi Bindal,P. Campbell,0.6666666666666666
Nidhi Bindal,P. Futreal,0.6666666666666666
Nidhi Bindal,S. Bamford,0.6666666666666666
O. Kel-Margoulis,E. Wingender,0.6666666666666666
O. Lund,F. Aarestrup,0.6666666666666666
O. Lund,H. Hasman,0.6666666666666666
P. Campbell,D. Beare,0.6666666666666666
P. Campbell,Nidhi Bindal,0.6666666666666666
P. Campbell,S. Forbes,0.6666666666666666
P. Coggill,J. Tate,0.6666666666666666
P. Edgington,C. Macrae,0.6666666666666666
P. Edgington,I. Bruno,0.6666666666666666
P. Edgington,Patrick McCabe,0.6666666666666666
P. Futreal,D. Beare,0.6666666666666666
P. Futreal,M. Stratton,0.6666666666666666
P. Futreal,Nidhi Bindal,0.6666666666666666
P. Futreal,S. Forbes,0.6666666666666666
P. Lustman,Ryan J. Anderson,0.6666666666666666
P. Wood,C. Macrae,0.6666666666666666
P. Wood,Patrick McCabe,0.6666666666666666
P. Yarza,Jan Gerken,0.6666666666666666
P. Yarza,Timmy Schweer,0.6666666666666666
Pablo Minguez,Andrea Franceschini,0.6666666666666666
Patrick McCabe,E. Pidcock,0.6666666666666666
Patrick McCabe,P. Edgington,0.6666666666666666
Patrick McCabe,P. Wood,0.6666666666666666
Patrick McCabe,Robin Taylor,0.6666666666666666
Peggy Hall,Fiona Cunningham,0.6666666666666666
Peggy Hall,H. Parkinson,0.6666666666666666
Pelin Yilmaz,Jan Gerken,0.6666666666666666
Pelin Yilmaz,Timmy Schweer,0.6666666666666666
Per-Henrik D. Edqvist,A. Mardinoğlu,0.6666666666666666
Per-Henrik D. Edqvist,C. Lindskog,0.6666666666666666
Per-Henrik D. Edqvist,E. Sjöstedt,0.6666666666666666
Per-Henrik D. Edqvist,J. Schwenk,0.6666666666666666
Per-Henrik D. Edqvist,K. von Feilitzen,0.6666666666666666
Per-Henrik D. Edqvist,P. Nilsson,0.6666666666666666
Peter Gtzsche,M. Egger,0.6666666666666666
Philip Liu,Edison Dong,0.6666666666666666
Philip Liu,I. Sinelnikov,0.6666666666666666
Philip Liu,Souhaila Bouatra,0.6666666666666666
Qiong Wang,Benli Chai,0.6666666666666666
Qiong Wang,Donna M. McGarrell,0.6666666666666666
Qiong Wang,G. Garrity,0.6666666666666666
Qiong Wang,Jordan A. Fish,0.6666666666666666
R. Aebersold,A. Nesvizhskii,0.6666666666666666
R. Aebersold,Andrew Keller,0.6666666666666666
R. Aebersold,E. Kolker,0.6666666666666666
R. Baertsch,M. Diekhans,0.6666666666666666
R. Balakrishnan,Eurie L. Hong,0.6666666666666666
R. Balakrishnan,J. Cherry,0.6666666666666666
R. Clouse,Ryan J. Anderson,0.6666666666666666
R. Finn,A. Bateman,0.6666666666666666
R. Greiner,D. Clive,0.6666666666666666
R. Greiner,D. Hau,0.6666666666666666
R. Greiner,Edison Dong,0.6666666666666666
R. Greiner,H. Vogel,0.6666666666666666
R. Greiner,I. Forsythe,0.6666666666666666
R. Greiner,Liang Li,0.6666666666666666
R. Greiner,M. Clements,0.6666666666666666
R. Greiner,N. Young,0.6666666666666666
R. Greiner,Souhaila Bouatra,0.6666666666666666
R. H. Nilsson,Andy F. S. Taylor,0.6666666666666666
R. Mandal,A. Scalbert,0.6666666666666666
R. Mandal,Edison Dong,0.6666666666666666
R. Mandal,I. Sinelnikov,0.6666666666666666
R. Mandal,Souhaila Bouatra,0.6666666666666666
R. Nash,Eurie L. Hong,0.6666666666666666
R. Nash,J. Cherry,0.6666666666666666
R. Siegel,A. Jemal,0.6666666666666666
R. Weber,M. Diekhans,0.6666666666666666
R. Y. Eberhardt,J. Tate,0.6666666666666666
Rebecca Kirsch,Annika L. Gable,0.6666666666666666
Robin Taylor,C. Macrae,0.6666666666666666
Robin Taylor,I. Bruno,0.6666666666666666
Robin Taylor,Patrick McCabe,0.6666666666666666
Rui Wang,A. Csordas,0.6666666666666666
Rui Wang,J. Griss,0.6666666666666666
Ryan J. Anderson,K. Freedland,0.6666666666666666
Ryan J. Anderson,P. Lustman,0.6666666666666666
Ryan J. Anderson,R. Clouse,0.6666666666666666
S. Bamford,D. Beare,0.6666666666666666
S. Bamford,Nidhi Bindal,0.6666666666666666
S. Bamford,S. Forbes,0.6666666666666666
S. Bryant,Aron Marchler-Bauer,0.6666666666666666
S. Bryant,Lewis Y. Geer,0.6666666666666666
S. Dongen,Anton J. Enright,0.6666666666666666
S. Duvaud,I. Xenarios,0.6666666666666666
S. Dwight,Eurie L. Hong,0.6666666666666666
S. Dwight,J. Cherry,0.6666666666666666
S. Engel,Eurie L. Hong,0.6666666666666666
S. Engel,J. Cherry,0.6666666666666666
S. Forbes,C. Cole,0.6666666666666666
S. Forbes,C. Kok,0.6666666666666666
S. Forbes,Mingming Jia,0.6666666666666666
S. Forbes,P. Campbell,0.6666666666666666
S. Forbes,P. Futreal,0.6666666666666666
S. Forbes,S. Bamford,0.6666666666666666
S. Jansen,J. Chave,0.6666666666666666
S. Kawashima,M. Araki,0.6666666666666666
S. Kawashima,M. Itoh,0.6666666666666666
S. Kawashima,Toshiaki Katayama,0.6666666666666666
S. Land,E. Wingender,0.6666666666666666
S. Lewis,J. Chave,0.6666666666666666
S. Massie,A. Barbe,0.6666666666666666
S. Massie,A. Campargue,0.6666666666666666
S. Massie,L. Bizzocchi,0.6666666666666666
S. Massie,M. Birk,0.6666666666666666
S. Massie,V. Boudon,0.6666666666666666
S. Pyysalo,Annika L. Gable,0.6666666666666666
S. Soong,M. Atkins,0.6666666666666666
S. Trevanion,Fiona Cunningham,0.6666666666666666
S. Weng,Eurie L. Hong,0.6666666666666666
S. Weng,J. Cherry,0.6666666666666666
S. Wyder,Alberto Santos,0.6666666666666666
S. Wyder,J. Morris,0.6666666666666666
Seok-Hwan Yoon,J. Chun,0.6666666666666666
Serenella Ferro,Hongzhan Huang,0.6666666666666666
Serenella Ferro,L. Yeh,0.6666666666666666
Serenella Ferro,M. Magrane,0.6666666666666666
Silvio C. E. Tosatto,Gustavo A. Salazar,0.6666666666666666
Silvio C. E. Tosatto,Matloob Qureshi,0.6666666666666666
Simon Baker,Maan Bsat,0.6666666666666666
Simon Baker,Terence Sim,0.6666666666666666
Souhaila Bouatra,Philip Liu,0.6666666666666666
Souhaila Bouatra,R. Greiner,0.6666666666666666
Souhaila Bouatra,R. Mandal,0.6666666666666666
Suming Jin,C. Homer,0.6666666666666666
Sunjae Lee,A. Mardinoğlu,0.6666666666666666
Sunjae Lee,C. Lindskog,0.6666666666666666
Sunjae Lee,E. Sjöstedt,0.6666666666666666
Sunjae Lee,J. Schwenk,0.6666666666666666
Sunjae Lee,K. von Feilitzen,0.6666666666666666
Sunjae Lee,P. Nilsson,0.6666666666666666
T. Alm,A. Mardinoğlu,0.6666666666666666
T. Alm,E. Sjöstedt,0.6666666666666666
T. Alm,J. Schwenk,0.6666666666666666
T. Alm,P. Nilsson,0.6666666666666666
T. Barrett,Alexandra Soboleva,0.6666666666666666
T. Barrett,Dennis A. Benson,0.6666666666666666
T. Barrett,E. Yaschenko,0.6666666666666666
T. Barrett,G. Starchenko,0.6666666666666666
T. Barrett,Kathi Canese,0.6666666666666666
T. Bligaard,J. Kitchin,0.6666666666666666
T. DeSantis,Eoin L. Brodie,0.6666666666666666
T. DeSantis,G. Andersen,0.6666666666666666
T. Furey,D. Haussler,0.6666666666666666
T. Imielinski,A. Swami,0.6666666666666666
T. Kanade,Ying-li Tian,0.6666666666666666
T. Schwede,L. Bordoli,0.6666666666666666
Tanvir Sajed,Daniel Johnson,0.6666666666666666
Tanvir Sajed,Elvis J. Lo,0.6666666666666666
Tanvir Sajed,Nazanin Assempour,0.6666666666666666
Tanvir Sajed,Y. D. Feunang,0.6666666666666666
Tanvir Sajed,Zinat Sayeeda,0.6666666666666666
Tao Fang,Annika L. Gable,0.6666666666666666
Terence Sim,Simon Baker,0.6666666666666666
